Ship To Country,Item ID,Amount
USA,BB-SamplePack-Half,2029.1699999999998
USA,sch38x4.0,2020.8999999999999
USA,ACT-LBTC,2002.6
USA,TAG-033-R-1-013,1957.46
USA,BB-50-B-LightBlueHoney,1955.77
USA,853-144-p,1950.0
USA,ns41,1936.3999999999999
USA,AUL925SMetalLg,1919.6999999999998
USA,BB-44-T-GrapeApe,1909.3
USA,850-530B,1905.0
USA,BB-48-T-Limeade,1904.16
USA,Claw-BT-Alum1,1890.0
USA,ACT-PTC32,1887.4
USA,271440000,1885.79
USA,ACT-NGTC51,1868.96
USA,ns88,1867.73
USA,271030000,1866.0
USA,246120100,1854.55
USA,AR-MagicWhite,1854.5
USA,ns26,1831.56
USA,ACT-OPPUTC25,1824.5
USA,ttn-Eilluminati2,1820.0
USA,AT4440,1815.76
USA,OxygenFrog,1799.0
USA,RMMM,1793.0
USA,ns55,1792.33
USA,ACT-OPGTC25,1784.06
USA,ACT-BLTCT19,1778.2
USA,07630002-odds,1774.51
USA,nsmrmht,1768.0
USA,ns127,1765.34
USA,AT1632,1763.67
USA,NCWHITE,1756.44
USA,GTT-BT-Bobcat,1755.0
USA,sch16x2.5,1748.78
USA,o-sl-fs-3/5,1748.0
USA,ACT-WTC19,1738.4
USA,07630081,1723.75
USA,2MBLK,1719.0
USA,JC-3M2FS-8,1717.5
USA,246120350,1708.98
USA,3fc-3Inch,1708.4
USA,AT9520,1707.04
USA,GlassPack-2,1704.4499999999998
USA,ns47,1701.51
USA,ACT-PUTC32,1693.6
USA,ACT-WTC16,1690.8
USA,ns80,1689.53
USA,VB1-00027,1670.0
USA,benchroller-e,1665.26
USA,BB-BoroBatch-Shorts,1663.5
USA,RMPM,1659.5
USA,ns144,1650.51
USA,PK-LittleDipper,1650.0
USA,GTT-BT-BOBCAT-Kit,1649.75
USA,14202,1639.0
USA,BB-20-T-ElectricCoconut,1632.75
USA,854-306,1628.0
USA,ns150,1624.81
USA,07633003,1618.58
USA,NAT2,1616.16
USA,sch38x2.8,1614.63
USA,BB-01-RS-Mead,1613.4
USA,TAG-033-T-1-062,1608.75
USA,BB-02-B-WildHoney,1608.51
USA,bp625wh,1603.82
USA,extreme-20x20,1600.0
USA,AUL-FO-250,1599.75
USA,850-400P,1589.1
USA,ACT-BLTCT16,1586.8
USA,246280280,1581.06
USA,07631004,1562.99
USA,BM-GB-F-Set,1560.0
USA,ns85,1559.6
USA,schr8,1558.6699999999998
USA,jc-1914bs-4,1546.25
USA,CC2RP5,1544.45
USA,TAG-033-R-1-060,1543.48
USA,GG-Tweezer,1536.0
USA,GHFemale10/18ConeFine,1527.1000000000001
USA,jc-1914bs-5,1518.5
USA,ns11,1517.77
USA,minor,1504.0
USA,GOS4W,1500.0
USA,NAT1KIT,1500.0
USA,NS132,1497.28
USA,BB-38-T-PurpleCream,1495.73
USA,jc-xp50,1489.13
USA,AUL35SG,1479.8
USA,ons154,1476.9
USA,NSE-Lucid,1471.17
USA,246100220,1469.06
USA,jc-2mcm,1465.0
USA,sch26x4.0,1463.08
USA,ACT-JWTC32,1440.21
USA,246889003,1439.66
USA,ACT-OPPTC16,1429.6
USA,246440480,1412.36
USA,271254000,1402.76
USA,BB-41-T-Sunset,1396.0
USA,DT-1-BunsenHolder,1395.0
USA,nunitorch12,1394.4
USA,ACT-NGTC12,1391.36
USA,ons147,1380.45
USA,GTT-BT-Cheetah-Kit,1371.9
USA,DT125MMBLUE,1370.8
USA,AT1932,1369.78
USA,ACT-JBTC,1357.6
USA,pkfusion14,1355.54
USA,nsmhtlg,1346.0
USA,854-220K,1344.58
USA,246889402,1339.26
USA,jj15,1332.5
USA,271150000,1331.47
USA,nsf65F,1330.55
USA,jc-1914BS-3,1323.3
USA,moldavite,1320.55
USA,GTT-BT-Scorpion-BC-4S,1320.0
USA,BB-47-T-KingCrimson,1316.0
USA,TAG-033-T-1-064,1308.0
USA,246380200,1297.78
USA,BRAVOKIT,1295.0
USA,ACT-NGTC38,1288.0
USA,ds18-1/8,1287.0
USA,vb1-00129,1257.0
USA,ns01,1251.26
USA,jc-1914BS-3.5,1246.25
USA,3FBLK,1245.0
USA,schr10,1235.86
USA,CC4BP3,1233.18
USA,271190000,1231.2
USA,GGT-FPRI2BP-AIR3,1230.0
USA,AR-GREEN,1226.22
USA,LPFT-19M-14F,1224.75
USA,ACT-WTC,1224.0
USA,NSE-Halo,1224.0
USA,ar-black,1224.0
USA,TAG-033-R-1-077,1221.66
USA,ART-HyperspaceTube,1220.0
USA,RMSMKIT,1220.0
USA,246440320,1217.67
USA,271127000,1216.84
USA,246320400,1214.36
USA,BB-46-T-BrownHoney,1203.73
USA,jc-1914bs-6,1201.85
USA,Liftgatefee,1200.0
USA,854-260,1196.8
USA,SC3BDW,1196.22
USA,sch44x4.0,1195.4099999999999
USA,VB2-00813,1190.0
USA,850-000,1186.5
USA,bp750wh,1180.4199999999998
USA,MB172,1179.3600000000001
USA,TAG-033-R-1-032,1166.18
USA,SC3BD,1165.53
USA,AR12,1164.33
USA,Claw-BT-Comp1,1160.0
USA,ds11-1/16,1155.02
USA,AR-OpaquePurple,1152.92
USA,sns147,1150.0
USA,ACT-LBTC32,1147.0
USA,BB-SB-225-Option225,1146.81
USA,246130220,1146.49
USA,purr-glass pack,1145.12
USA,271160000,1141.79
USA,IN-91010,1139.85
USA,vw1-00421,1139.85
USA,TP4,1139.6999999999998
USA,jc-1419b-0,1138.75
USA,schr5,1131.94
USA,TAG-033-R-2-010,1128.79
USA,ns29,1127.42
USA,sns154,1118.4
USA,o-92-fs,1116.0
USA,nsf63F,1115.4
USA,BB-21-B-Synergy,1112.4
USA,jc-3m2fd-4,1109.5
USA,schr16,1109.09
USA,BB-32-T-BlueHoney,1106.45
USA,IND-3MC-B2,1102.5
USA,vw1-00359,1099.75
USA,ACT-BTC50PROFILE,1098.8
USA,AR4,1096.84
USA,schr12,1096.2
USA,sns13,1095.5
USA,BB-12-T-HurricaneStrike,1093.31
USA,mb118,1088.25
USA,ACT-GTC38,1080.0
USA,o-s3-latch,1077.0
USA,ns143,1076.6
USA,ns136,1074.66
USA,GHMale10/18sleeveCoarse,1072.8
USA,850-003,1072.0
USA,JC-3M2FD-4.5,1065.3
USA,ar-black25,1061.0
USA,ds11-1/8,1057.35
USA,MB171,1053.52
USA,ACT-BTC19,1050.4
USA,ACT-BTC32,1050.2
USA,sch70x5.0,1035.4099999999999
USA,BB-07-T-Tangelo,1032.3999999999999
USA,BB-31-T-PurpleDrank,1031.59
USA,ACT-OPPTC25,1029.46
USA,VB1-00025,1025.0
USA,GHFemale14/20ConeMed,1024.16
USA,246250150,1020.96
USA,246889502,1019.57
USA,246159240,1019.01
USA,ACT-BGTC32,1017.7
USA,ACT-JBTC16,1012.5999999999999
USA,ACT-BLTC16,1006.4
USA,ElectroformingKit,1005.0
USA,Benchroller1001,1000.0
USA,vw1-01658,999.8
USA,JFT-19-F,999.75
USA,246700700,995.25
USA,ACT-PUTC44,995.04
USA,ACT-GTC32,992.5
USA,benchrollerauto,990.0
USA,IND-2MC-B2,987.8
USA,hos12,979.76
USA,ACT-OPGTC12,976.64
USA,14205,975.0
USA,BSFinishingTool,975.0
USA,TAG-033-R-O-001,972.71
USA,vw1-00358,968.9300000000001
USA,ACT-PUTC12,967.43
USA,ACT-JWTC19,966.0
USA,AR10,959.36
USA,246900500,952.52
USA,jj26,952.5
USA,IND-2MC,951.6
USA,regp+31233,951.6
USA,ns94,951.32
USA,TAG-033-R-1-067,950.4399999999999
USA,BB-45-T-PurpleSunshine,947.56
USA,GHFemale19/22ConeFine,942.0
USA,854-203ds,941.85
USA,271317000,939.57
USA,ACT-NGTC9,937.5999999999999
USA,ns27,934.49
USA,854-399,934.1500000000001
USA,ACT-BLTC19,928.0
USA,AR5,921.45
USA,ggt-tsfpOB,920.0
USA,VW1-00357,919.8
USA,GHFemale10/18ConeMedium,916.26
USA,GHFemale19/22ConeCoarse,916.26
USA,ns43,916.19
USA,ns79,915.88
USA,dichro scrap,914.5
USA,ACT-YTC32,913.8
USA,BB-28-T-BlueMoonshine,911.31
USA,caldera,910.0
USA,ns09,908.49
USA,BB-47-B-KingCrimson,907.13
USA,rl-9203,907.13
USA,246320280,903.78
USA,AR-RED,901.4
USA,ART-NuclearWinterTube,900.0
USA,ART-WhiteLightTube,900.0
USA,Spy-C040D-203,900.0
USA,G52RP372-16-7B,899.45
USA,g52rp372-12-7b,896.5500000000001
USA,246950500,895.28
USA,246317400,894.84
USA,1FC1018,888.0
USA,854-306-XL,888.0
USA,TAG-033-R-1-064,886.1899999999999
USA,AR-PURPLE,884.7
USA,ACT-JGTC25,884.4
USA,at5040,882.59
USA,NCParralatte,882.26
USA,onst13,879.9
USA,ACT-BLTCT32,877.78
USA,NCPEACH,877.34
USA,271260000,874.77
USA,ns145,874.61
USA,TAG-033-R-1-062,874.01
USA,o-sl-latch-3/5,874.0
USA,Hot Tongs,873.9
USA,goo97b,867.88
USA,ind-1914b,867.2
USA,DS17-DichroScrap,866.5
USA,1MC1018,866.0
USA,sch30x5.0,862.32
USA,246280400,859.9799999999999
USA,sch19x3.2,856.83
USA,TAG-033-R-1-043,856.4
USA,AR-OpaqueGreen,852.49
USA,TAG-033-R-1-030,852.2299999999999
USA,Ds32-1/8,849.38
USA,Ds30-1/8,849.25
USA,sch50x7.0,848.39
USA,BB-39-B-Pineberry,847.46
USA,ACT-NGTC32,846.6
USA,ACT-BLTCT44,845.48
USA,AR-OpaquePink,844.98
USA,14201,843.5
USA,TAG-033-R-1-061,843.26
USA,BB-48-B-Limeade,839.3100000000001
USA,ns45,833.08
USA,BB-12-B-HurricaneStrike,832.7700000000001
USA,claw15,831.6
USA,ga546,831.6
USA,TAG-033-R-1-070,830.4
USA,NSWT002,830.25
USA,246090150,827.4599999999999
USA,1556204,827.36
USA,ACT-YTC,825.4
USA,246360400,822.99
USA,TAG-033-R-1-009,821.04
USA,GHMale19/22SleeveMed,817.26
USA,ns146,817.22
USA,BB-01-T-Mead,816.62
USA,FUMEHOOD,816.0
USA,854-259,810.2
USA,271381000,807.89
USA,ns83,806.84
USA,goo1210b,800.7
USA,GTHC,800.0
USA,Spy-D010C-40/5,800.0
USA,07630030,799.88
USA,JFT-14-M,799.8
USA,ds20-1/8,797.41
USA,246140220,796.76
USA,sns65,796.5
USA,ns153,793.02
USA,TAG-033-R-1-041,792.5
USA,ACT-BGTC,792.0
USA,VW1-00778,792.0
USA,BB-20-M-ElectricCoconut,790.1999999999999
USA,ACT-BTC44,787.8
USA,TAG-033-R-1-065,782.19
USA,ttn-bbt-BlueRaspSurprise,781.0
USA,GGT-FPRIBP-AIR2,780.0
USA,GTT-BT-Scorpion-LC-4S,780.0
USA,vw1-00422,779.9
USA,854-203,779.32
USA,853-806,775.0
USA,GB-P2-70F,774.92
USA,07630002FL,771.75
USA,crucibledarbydipper,766.7
USA,GHFemale14/20ConeCoarse,762.7199999999999
USA,AR-JadeWhite7,761.4
USA,ACT-JWTC38,760.0
USA,ACT-PUTC38,760.0
USA,246889005,759.78
USA,ACT-WTC32,759.04
USA,854-220K-Latex,758.05
USA,Ds35-1/8,756.0
USA,ind-1410b,756.0
USA,MB077,752.8499999999999
USA,TAG-033-R-1-005,751.78
USA,YP,751.6
USA,VW1-00465,750.0
USA,bench roller,750.0
USA,854-142,749.75
USA,850-521BRASS,749.25
USA,MB181,746.06
USA,AMC-R-10,744.95
USA,AUL35SW,739.9
USA,pk-tf52,736.0899999999999
USA,3h,734.5
USA,MB173,733.04
USA,BB-51-T-SpaceCadet,732.03
USA,GGJTOOLF10,730.0
USA,GG-R-PurpleSatinJelly,729.0
USA,NSF64FF4OZ,727.81
USA,nsf84F,726.7
USA,BB-41-B-Sunset,726.37
USA,sch9.5x2.0,724.81
USA,850-520,724.1
USA,850-519,719.55
USA,271188028,718.09
USA,BB-20-B-ElectricCoconut,713.13
USA,TAG-033-R-1-039,705.17
USA,IRMII-2-1.5,700.0
USA,GG-R-Rosaline,699.75
USA,TAG-033-R-O-025,699.72
USA,AR8,699.61
USA,vw1-00018,699.5
USA,ACT-BUTTC25,697.92
USA,ACT-BLTC38,697.0
USA,FW723,696.38
USA,Optic-5in1Mold,696.0
USA,YO,695.7
USA,DIAMOND SHEAR 6,695.3
USA,854-214,695.0
USA,850-518,694.9599999999999
USA,MEGAminor,693.1
USA,nsf139f,693.0
USA,AUL203LgMetal,690.0
USA,DT125MMGREEN,690.0
USA,GGJTOOLF14,690.0
USA,ABRQT38,688.8
USA,TAG-033-R-1-003,686.9
USA,AR6,686.33
USA,BB-ST-KingCrimson,685.94
USA,schr20,684.01
USA,sch40x7,682.51
USA,BB-42-T-SwampStrike,681.15
USA,rego+31232,679.6
USA,IND-1MC-B2,679.4000000000001
USA,854-221,677.65
USA,NSF45S16oz,677.6
USA,IND-2MC-HW,677.28
USA,14206,675.0
USA,491J,673.65
USA,sns152,672.0
USA,GG-R-WhiteSatin,671.4
USA,246889261,670.09
USA,Opal Polished White,667.5
USA,ons152,665.5
USA,ACT-BLTCT12,664.23
USA,nsf54F,664.05
USA,AMC-R-5,662.5
USA,Gift Certificate $1,662.0
USA,NSF65FF4OZ,661.07
USA,ex Filter-Millennium,660.0
USA,ttweezer-small,659.62
USA,quickconnectsRH,659.4
USA,BB-ST-Synergy,659.13
USA,BB-49-T-PinkLemonade,659.12
USA,AR16,658.4
USA,LWBR8,657.8
USA,NS104,656.9399999999999
USA,246200400,656.1400000000001
USA,jc-3m2fd-6,655.7
USA,BB-18-T-LemonParty,652.0
USA,JC-RIBBON2-2,650.0
USA,KTN44P4001200,649.8
USA,JC-5mc-6,649.0000000000001
USA,ds2-1/8,646.77
USA,NS95,645.52
USA,BB-SB-226-Option226,644.51
USA,BB-28-M-BlueMoonshine,642.25
USA,BB-11-M-FlipFlop,641.7
USA,ons13,641.25
USA,246508320,640.4599999999999
USA,NAT2KIT,640.0
USA,AUL203W,639.9
USA,AR-PURPLE12,636.6
USA,AR-PINK,635.6
USA,YPV,635.2
USA,BB-SB-207-Option207,634.9
USA,TAG-033-R-1-031,633.9300000000001
USA,jc-1014b,630.5
USA,The Sharp Flame,630.0
USA,BB-ST-Watermelon,629.1700000000001
USA,ds43-1/8,628.78
USA,MB063,628.45
USA,FRITTRAY5x3,627.6899999999999
USA,ds4-1/8,627.31
USA,ACT-YTC44,623.02
USA,TAG-033-R-1-059,619.46
USA,271140000,618.69
USA,JC-3FF,618.0
USA,schr4,616.33
USA,ACT-BLTC12,614.08
USA,246500700,613.9
USA,246889301,611.92
USA,ds1-1/16,611.72
USA,853-805,611.0
USA,271200000,610.59
USA,BB-ST-DarkCobalt,609.9200000000001
USA,NSF45L16oz,609.2
USA,BB-SB-212-Option212,609.0
USA,GGT-GLK04,608.4
USA,AR-BLUEGREEN25,606.8
USA,AR-BLUE16,604.8
USA,BSG1100-380,603.9
USA,AR-JadeBlue,603.06
USA,246440230,602.91
USA,850-002,600.0
USA,850-007,600.0
USA,850-530mg,600.0
USA,Infini-V,600.0
USA,JFT-14-F,599.8499999999999
USA,JFT-19-M,599.8499999999999
USA,VW1-00363,599.8499999999999
USA,Y0V,599.25
USA,DiamondLaser3000,599.0
USA,NCAQUA,598.22
USA,ACT-LBTC12,598.0
USA,MB078,597.1
USA,nm-beadcoreliner,596.0
USA,ind-14/10F,594.0
USA,quickconnects,593.4499999999999
USA,jc-2ds,592.95
USA,AR-RED16,591.6
USA,TAG-033-R-O-041,590.1
USA,ds23-1/8,590.05
USA,rl-2202,586.87
USA,2FBLK,585.0
USA,GB-G5-208B,585.0
USA,MB182,584.7
USA,246580180,584.46
USA,ACT-BTC12,584.4
USA,271381128,580.91
USA,ns139,578.79
USA,850-530,577.15
USA,246320200,575.86
USA,TempWear-F130,575.64
USA,AR25,574.0
USA,GB-P2-FO,574.0
USA,Nranger,573.5
USA,TAG-033-R-1-026,573.26
USA,246420320,572.5600000000001
USA,claw 3,572.5
USA,TAG-033-R-O-010,572.36
USA,BB-ST-PurpleCream,570.5799999999999
USA,ACT-LBTC19,569.0
USA,BB-ST-SpaceGrass,567.5
USA,ACT-PTC9,565.6
USA,ACT-YTC12,564.2
USA,sch9x1.5,563.85
USA,ns58,563.4
USA,ACT-GTC44,562.8
USA,ACT-JWTC44,560.0
USA,DT125MM,560.0
USA,ds1-1/8,558.24
USA,o-92-latch,558.0
USA,ACT-BGTC44,556.7
USA,BB-30-T-Crush,555.51
USA,BB-31-VST-PurpleDrank,555.5
USA,Jawsreplacementwheel,554.0
USA,SNOX5,553.54
USA,854-209ds,553.15
USA,2MJW,552.0
USA,GG-R-RoseQuartzT,552.0
USA,MB071,551.39
USA,GLOa1lb,550.9
USA,vw1-00559,550.0
USA,IN-20-006,549.95
USA,sch60x5.0,549.9200000000001
USA,ROD HOLDER,549.5
USA,mb076,546.28
USA,sch6x1.5,545.96
USA,RMSM,545.0
USA,246100100,544.01
USA,855-101a,540.0
USA,GG-T-WildBlueberry12,540.0
USA,Major Mega,540.0
USA,10A010-0000,539.0
USA,IND-2FC-B2,539.0
USA,ns149,538.71
USA,BB-SB-134-Option134,538.06
USA,246080150,535.03
USA,MAJORK,534.0
USA,MAJORKP,534.0
USA,ACT-YTC9,533.0
USA,NS96,532.92
USA,AR-GREEN12,532.2
USA,NCGOLD,527.51
USA,ACT-JGLTC50,526.4
USA,07633002,525.0
USA,NSF54FF4OZ,523.46
USA,246889221,521.29
USA,ds9-1/8,520.8299999999999
USA,NS103,520.74
USA,1/8 plate,520.0
USA,14207,520.0
USA,854-209dsk-adpt,519.2
USA,BS-M-ChampionGrand,517.5
USA,IND-1FC,513.5
USA,HEATpad4p5X5,513.27
USA,AR-JadeGreen,511.61
USA,ElvisGPurpleLollipop,511.5
USA,246150250,510.73
USA,black rubber t style,510.12
USA,ttweezer,509.15
USA,ACT-JGTC16,509.0
USA,271159000,508.6
USA,GHMale14/20SleeveMed,506.64
USA,silver,505.8
USA,ACT-OPPUTC12,505.28000000000003
USA,850-530m,505.0
USA,midrange plus premix kit,504.0
USA,ttn-bbt-Watermelon,500.5
USA,ttn-bbt-HoneyPot,500.4
USA,JFT-10-14-19-F,500.0
USA,JFT-10-14-19-M,500.0
USA,ggt-ctlarge,498.8
USA,ns142,498.56
USA,TAG-033-R-1-040,497.46
USA,850-503,497.0
USA,TAG-033-R-1-002,496.07
USA,NSF54S16oz,495.75
USA,850-523,494.55
USA,INDODarkGreen,493.68
USA,246100350,492.67
USA,BB-36-T-PinkTonium,492.46
USA,nsf13F,492.0
USA,BB-ST-Sunset,491.15000000000003
USA,850-532C,490.0
USA,JC-RIBBON3-3,490.0
USA,BK191,489.92999999999995
USA,TAG-033-R-O-018,489.72
USA,DT125MMBLACK,487.6
USA,854-336,487.5
USA,NSF13S16oz,485.95
USA,Midrange Plus Mega Minor,485.0
USA,ACT-GTC25PROFILE,484.5
USA,ACT-BLTCT50,484.48
USA,ACT-WTC50,484.48
USA,SNS125,481.5
USA,ACT-OPPUTC38,480.0
USA,CT-RTGW,480.0
USA,IRM-1.5,480.0
USA,cullet-clear,480.0
USA,irmII-1.5-1.25,480.0
USA,ds45-1/8,479.92999999999995
USA,BB-12-M-HurricaneStrike,479.40000000000003
USA,ACT-YTC19,479.0
USA,sch44x3.2,478.83
USA,BB-32-M-BlueHoney,477.61
USA,IND-2FC-HW,475.68
USA,ONS125,475.2
USA,ons54,474.65
USA,GG-R-EGPP-B,473.40000000000003
USA,ACT-LBTC38,472.0
USA,sch26x2.8,469.76
USA,246600500,466.5
USA,rl-6206,466.09
USA,NSF63S16oz,466.05
USA,NSF64S16oz,465.4
USA,NSF65S16oz,465.4
USA,1556006,465.3
USA,ns69,464.56
USA,ind-14/10M,464.25
USA,sch22x3.2,464.08000000000004
USA,BB-38-VST-PurpleCream,463.1
USA,ACT-NGTC44,460.48
USA,BB-ST-DavesBlues,460.28
USA,AUL203SmMetal,460.0
USA,vw1-01655,459.9
USA,nsf125F,458.7
USA,246260200,458.47
USA,ns147,458.35
USA,BB-SB-308-Option308,458.2
USA,246317240,458.05
USA,AR-NeonGreen,457.8
USA,ons11,457.65
USA,MB023,457.16
USA,07630062,456.75
USA,ons144,456.75
USA,GHFemale14/20ConeFine,455.56
USA,AR-GREEN16,455.04
USA,jj14,455.0
USA,midrange plus surfacemix,455.0
USA,sns139,454.0
USA,246240180,453.87
USA,ACT-BGTC16,453.0
USA,TAG-033-R-1-033,452.94
USA,ns133,452.12
USA,NSE-Lucid-2nds,451.1
USA,246350200,450.72
USA,07633003FS,450.45
USA,rl-6209,450.12
USA,855-101b,450.0
USA,BM-GB-F-10,450.0
USA,CLAW11,450.0
USA,ONST44,450.0
USA,SuperHeatPad,449.75
USA,ggt-ct,448.5
USA,ns31,448.13
USA,BB-ST-SourPuss,447.5
USA,JC-3M2F-4D-5,446.8
USA,246060150,446.5
USA,schr3,445.43
USA,ACT-PTC12,444.16999999999996
USA,NSF63FF4OZ,443.96000000000004
USA,JC-3M2FD-5.5,442.5
USA,tungsten pick 1/8 DELUXE,441.60999999999996
USA,NSF13FF4OZ,441.6
USA,ga5194,441.6
USA,07631008,440.64
USA,MB012,440.5
USA,854-398,439.9
USA,850-520e,439.3
USA,MASHER,438.75
USA,GHMale14/20SleeveFine,438.24
USA,nsf26F,437.95
USA,jc-3m2fd-5,437.40000000000003
USA,BB-10-T-Watermelon,436.98999999999995
USA,ACT-YTC40PROFILE,436.0
USA,BS-BS-M-SN-Mirage,435.0
USA,ds21-1/8,434.14
USA,ACT-BGTC19,433.75
USA,GOO86B,433.55
USA,GG-T-BlueCheese-B,432.0
USA,0041012,431.62
USA,hos12hydrogen,431.55
USA,ACT-GTC16,431.0
USA,AUL905c2,429.95
USA,pcs415,428.76
USA,BB-49-B-PinkLemonade,428.41
USA,246190180,428.38
USA,AR-BLUEGREEN,427.7
USA,ds13-1/8,427.35
USA,MB154,427.0
USA,ACT-BUTTC38,426.0
USA,TP1,425.70000000000005
USA,BB-SB-196-Option196,424.6
USA,TAG-033-R-1-058,424.31
USA,TAG-033-R-1-069,423.86
USA,BB-ST-TangerineDream,423.83
USA,9mmBorosilicatePlate,423.8
USA,1556064,423.35
USA,855-003,422.21
USA,MB1151,421.19
USA,271710301,420.69
USA,htc1,420.25
USA,1534,420.0
USA,854-218,420.0
USA,bunsenh-5900,420.0
USA,gor7b,420.0
USA,536AKV,419.8
USA,850-539.1,419.65000000000003
USA,ttweezer-thick,419.40000000000003
USA,NCParraccino,417.78
USA,BB-16-T-SpaceGrass,416.4
USA,PPMasher2,416.25
USA,schr26,415.78
USA,abr-stdb-r-8,414.7
USA,AB5033.220,414.6
USA,NS-VST-154-Ghost,414.0
USA,ttn-GreenSlymeTube2,413.0
USA,MasherWSS,412.41
USA,ds42-1/8,411.69
USA,ds9-1/16,411.07
USA,IRM-3.5,410.0
USA,quickconnectsTH,409.33000000000004
USA,854-612,408.85
USA,hp-0011,407.1
USA,hp-0042,407.1
USA,bp357wh,406.45
USA,850-505,406.0
USA,271180000,405.51
USA,BM-GB-M-Set,405.0
USA,NSLSAMPLE,405.0
USA,BB-SB-02-Option2,404.96
USA,ACT-PUTC19,404.4
USA,ons88,403.6
USA,rl-6208,403.0
USA,14058,401.92
USA,NCJADE,401.85
USA,ONS104,400.2
USA,ACT-OPPTC44,400.0
USA,GTT-BT-SB-Phantom,400.0
USA,Spy-B005D-3/5,400.0
USA,Spy-HuntMtBlkOlive-40/5,400.0
USA,hp-0014,400.0
USA,hp-0035,400.0
USA,hp-0044,400.0
USA,sns81,400.0
USA,vb1-02628,400.0
USA,JFT-10-F,399.9
USA,HHKIT,399.8
USA,vw1-00394,399.8
USA,850-502e,399.65
USA,70309,399.0
USA,sns26,397.64
USA,ACT-BTC30PROFILE,397.16
USA,BB-47-VST-KingCrimson,396.0
USA,TAG-033-T-1-053,396.0
USA,VW1-00780,396.0
USA,nst106,396.0
USA,VW1-00355,395.48
USA,855003DT,395.40000000000003
USA,NCSAMPLESET,395.01
USA,ns73,393.94
USA,248250500,393.44
USA,DHGTheia,393.0
USA,goo64b,392.4
USA,goo108b,392.0
USA,271220000,391.33
USA,mb105,391.2
USA,IRM-2,390.0
USA,Opal Polished Black,390.0
USA,NSF127S16oz,389.9
USA,gor3b,389.85
USA,NSF127FF160Z,389.2
USA,FD-823,387.9
USA,FumeFH03,387.0
USA,TAG-033-R-1-038,387.0
USA,AR-BLUELIGHT,385.2
USA,BB-03-B-DavesBlues,384.61
USA,BB-23-B-FlipFrog,384.1
USA,ns151,383.95
USA,NSF54L16oz,383.5
USA,9044002000,383.46000000000004
USA,BB-ST-FlipFlop,382.63
USA,BB-12-VST-HS,380.6
USA,ACT-YTC38,380.0
USA,VW1-00362,379.9
USA,NSF07L16oz,378.0
USA,claw 2cw,378.0
USA,flashlight polariscope,378.0
USA,ttn-PinkSlymeTube2,378.0
USA,854-419,377.59999999999997
USA,AR-JadeWhite12,377.52
USA,hos25,376.0
USA,855-030,374.75
USA,ACT-OPPUTC32,373.2
USA,AR-Blacktransparent,372.9
USA,ACT-PUTC9,372.0
USA,BB-SB-185-Option185,370.56
USA,BB-ST-StringerBlend,370.0
USA,GG-R-ELGRPO,370.0
USA,BB-ST-ColdWater,369.48
USA,271110000,369.09000000000003
USA,2mc-economy,368.2
USA,855-105a,368.0
USA,8r-3410279,367.84000000000003
USA,dsmc22,367.5
USA,ggt-mal,367.5
USA,ind-14/23fgg9l,367.5
USA,ind-3mc-b2,367.5
USA,ds6-1/8,366.77
USA,850-502,364.66
USA,MB042,364.40999999999997
USA,ds50-1/8,363.1
USA,GB-G5-TB,363.0
USA,BB-ST-Crush,362.39
USA,TAG-033-R-2-026,362.34
USA,246640240,361.09
USA,854-215,360.0
USA,gmtr4,360.0
USA,ds25-1/8,359.75
USA,850-513,359.70000000000005
USA,855-009CX,359.6
USA,o-s5-latch,359.0
USA,ns28,358.24
USA,ons151,357.75
USA,NSF126S16oz,357.5
USA,snst54,357.5
USA,855-031,357.0
USA,nst139,356.18
USA,BeetleBits,356.0
USA,ttn-bbt-DavesBlues-s,355.81
USA,NP6,355.5
USA,ACT-OPPTC32,355.44
USA,ACT-PTC38,352.0
USA,FD-824,351.9
USA,FD-826,351.9
USA,MASHERSMALL,351.56
USA,BB-38-M-PurpleCream,351.34000000000003
USA,14057,351.0
USA,AR3,350.33
USA,nsf45s,350.2
USA,sch50x2.5,350.1
USA,10A013-9000,350.0
USA,854-712,350.0
USA,GGT-CTULT-med,350.0
USA,BB-ST-HurricaneStrike,349.96
USA,AUL250G,349.95
USA,VB1-00129-SmithAdapter,349.5
USA,850-544,349.3
USA,BB-02-T-WildHoney,349.24
USA,07630002FS,348.25
USA,sch13x2.2,347.31
USA,BB-25-T-GreenPearl,346.93
USA,NSWC004,346.28
USA,ggt-gsf,345.0
USA,NSF87L16oz,344.5
USA,ACT-BLTCT38,344.0
USA,ACT-WTC38,344.0
USA,MB072,343.9
USA,246540350,343.24
USA,snswt003,343.0
USA,CT-IcyWindow,342.0
USA,sch32x2.8,341.46
USA,SNOX4,340.64
USA,VW1-00453,339.9
USA,BB-45-B-PurpleSunshine,338.29
USA,TAG-033-T-1-061,337.5
USA,Ds28-1/8,336.0
USA,INDOFPink-S,336.0
USA,INDOFRed-S,336.0
USA,sns136,336.0
USA,07633001FS,335.4
USA,rl-2015,335.26
USA,BB-SB-157-Option157,335.25
USA,sch65x3.2,335.21000000000004
USA,TAG-033-R-1-063,334.95
USA,tungsten pick,334.95
USA,nsf78F,333.95
USA,jc-3m2fd-3.5,333.5
USA,BB-SB-204-Option204,332.4
USA,246888153,331.9
USA,TAG-033-R-1-052,331.2
USA,sns144,330.8
USA,853-140-p,330.0
